Country,City,Population
Costa Rica,Escazu,"12,071"
Costa Rica,Naranjo,"11,853"
Costa Rica,Buenos Aires,"11,680"
Costa Rica,San Antonio,"10,938"
Costa Rica,San Ramon,"10,765"
Costa Rica,Tres Rios,"10,430"
Costa Rica,Daniel Flores,"10,028"
Costa Rica,Rio Segundo,"9,853"
Costa Rica,Colon,"9,687"
Costa Rica,San Rafael,"8,887"
Costa Rica,Santiago,"8,292"
Costa Rica,Santa Ana,"8,029"
Costa Rica,Quepos,"7,810"
Costa Rica,San Juan,"7,729"
Costa Rica,Tilaran,"7,301"
Costa Rica,Corredor,"7,084"
Costa Rica,Guacimo,"7,022"
Costa Rica,Atenas,"7,014"
Costa Rica,Cot,"6,784"
Costa Rica,Golfito,"6,777"
Costa Rica,Llorente,"6,626"
Costa Rica,Miramar,"6,540"
Costa Rica,Orotina,"6,135"
Costa Rica,Santo Domingo,"5,745"
Costa Rica,Salitrillos,"5,738"
Costa Rica,Mercedes,"5,467"
Costa Rica,Pocora,"5,248"
Kuwait,Al Ahmadi,"637,411"
Kuwait,Hawalli,"164,212"
Kuwait,As Salimiyah,"147,649"
Kuwait,Sabah as Salim,"139,163"
Kuwait,Al Farwaniyah,"86,525"
Kuwait,Al Fahahil,"68,290"
Kuwait,Kuwait City,"60,064"
Kuwait,Ar Rumaythiyah,"58,135"
Kuwait,Ar Riqqah,"52,068"
Kuwait,Salwa,"40,945"
Kuwait,Al Manqaf,"39,025"
Kuwait,Ar Rabiyah,"36,447"
Kuwait,Bayan,"30,635"
Kuwait,Al Jahra',"24,281"
Kuwait,Al Fintas,"23,071"
Kuwait,Janub as Surrah,"18,496"
Kuwait,Al Mahbulah,"18,178"
Kuwait,Ad Dasmah,"17,585"
Kuwait,Ash Shamiyah,"13,762"
Kuwait,Al Wafrah,"10,017"
Kuwait,Az Zawr,"5,750"
Kuwait,Mubarak al Kabir,0
Panama,Panama,"408,168"
Panama,San Miguelito,"321,501"
Panama,Juan Diaz,"100,636"
Panama,David,"81,957"
Panama,Arraijan,"76,815"
Panama,Colon,"76,643"
Panama,Las Cumbres,"69,102"
Panama,La Chorrera,"61,232"
Panama,Pedregal,"51,641"
Panama,Tocumen,"50,844"
Panama,Santiago de Veraguas,"45,355"
Panama,Parque Lefevre,"36,997"
Panama,Chilibre,"33,536"
Panama,Cativa,"29,607"
Panama,Rio Abajo,"26,607"
Panama,Nuevo Belen,"24,056"
Panama,Ancon,"20,706"
Panama,Alcalde Diaz,"20,285"
Panama,El Chorrillo,"18,302"
Panama,Changuinola,"17,997"
Panama,La Cabima,"17,975"
Panama,La Concepcion,"17,698"
Panama,Pedregal,"17,427"
Panama,Veracruz,"17,144"
Panama,Curundu,"16,361"
Panama,Penonome,"16,250"
Panama,Sabanitas,"15,577"
Panama,Nuevo Arraijan,"14,920"
Panama,Villa Unida,"14,854"
Panama,San Vicente,"14,109"
Panama,Chepo,"12,912"
Panama,Puerto Escondido,"12,371"
Panama,Pocri,"12,304"
Panama,El Coco,"11,935"
Panama,San Juan Bautista,"11,798"
Panama,Puerto Armuelles,"11,743"
Panama,Las Lomas,"11,726"
Panama,El Empalme,"11,035"
Panama,Monagrillo,"10,821"
Panama,Volcan,"10,286"
Panama,Llano Bonito,"9,716"
Panama,Union Choco,"9,497"
Panama,Nueva Esperanza,"9,342"
Panama,Chitre,"8,969"
Panama,Las Tablas,"8,939"
Panama,Puerto Pilon,"8,754"
Panama,Almirante,"8,744"
Panama,Vista Alegre,"8,673"
Panama,Aguadulce,"8,501"
Panama,Altos de San Francisco,"8,189"
Panama,Canto del Llano,"7,854"
Panama,Gonzalillo,"7,793"
Panama,La Pesa,"7,773"
Panama,Sona,"7,669"
Panama,La Arena,"7,175"
Panama,Pacora,"6,856"
Panama,Anton,"6,851"
Panama,Guadalupe,"6,561"
Panama,La Herradura,"6,271"
Panama,Boquete,"6,123"
Panama,San Pablo Viejo Abajo,"5,992"
Panama,Los Santos,"5,970"
Panama,La Mitra,"5,699"
Panama,Rio Hato,"5,615"
Panama,Nata,"5,470"
Panama,Bocas del Toro,"5,380"
Panama,La Palma,"1,728"
Panama,El Porvenir,10
Panama,Buabidi,0
Croatia,Zagreb,"698,966"
Croatia,Split,"176,314"
Croatia,Rijeka,"141,172"
Croatia,Osijek,"88,140"
Croatia,Zadar,"71,258"
Croatia,Slavonski Brod,"60,742"
Croatia,Pula,"59,078"
Croatia,Sesvete,"52,411"
Croatia,Karlovac,"46,833"
Croatia,Varazdin,"41,808"
Croatia,Stenjevec,"41,257"
Croatia,Sibenik,"37,112"
Croatia,Centar,"37,000"
Croatia,Sisak,"35,748"
Croatia,Velika Gorica,"35,072"
Croatia,Vinkovci,"33,314"
Croatia,Vukovar,"29,584"
Croatia,Dubrovnik,"28,428"
Croatia,Bjelovar,"28,275"
Croatia,Koprivnica,"25,579"
Croatia,Pozega,"21,153"
Croatia,Solin,"20,212"
Croatia,Zapresic,"19,664"
Croatia,GJakovo,"19,491"
Croatia,Cakovec,"15,867"
Croatia,Virovitica,"15,665"
Croatia,Samobor,"15,221"
Croatia,Kutina,"14,886"
Croatia,Metkovic,"13,941"
Croatia,Petrinja,"13,868"
Croatia,Zupanja,"13,842"
Croatia,Rovinj,"13,533"
Croatia,Makarska,"13,446"
Croatia,Nova Gradiska,"13,329"
Croatia,Krizevci,"11,597"
Croatia,Sinj,"11,524"
Croatia,Knin,"11,182"
Croatia,Slatina,"10,973"
Croatia,Trogir,"10,960"
Croatia,Brezovica,"10,884"
Croatia,Porec,"10,499"
Croatia,Daruvar,"9,863"
Croatia,Cepin,"9,548"
Croatia,Podstrana,"9,129"
Croatia,Ogulin,"8,755"
Croatia,Beli Manastir,"8,713"
Croatia,Nasice,"8,213"
Croatia,Valpovo,"7,943"
Croatia,Labin,"7,943"
Croatia,Opatija,"7,888"
Croatia,Umag,"7,807"
Croatia,Drenova,"7,638"
Croatia,Tenja,"7,376"
Croatia,Novska,"7,306"
Croatia,Belisce,"7,232"
Croatia,Crikvenica,"7,156"
Croatia,Kastel Stari,"7,052"
Croatia,Ivankovo,"6,728"
Croatia,Visnjevac,"6,680"
Croatia,Omis,"6,597"
Croatia,Kastel Novi,"6,411"
Croatia,GJurgevac,"6,349"
Croatia,Mursko Sredisce,"6,307"
Croatia,Vodice,"6,146"
Croatia,Gospic,"6,118"
Croatia,Buzet,"6,059"
Croatia,Ilok,"5,926"
Croatia,Otok,"5,887"
Croatia,Pitomaca,"5,740"
Croatia,Senj,"5,518"
Croatia,Ivanec,"5,461"
Croatia,Jastrebarsko,"5,445"
Croatia,Kastel Luksic,"5,425"
Croatia,Darda,"5,420"
Croatia,Biograd na Moru,"5,285"
Croatia,Novi Vinodolski,"5,282"
Croatia,Gunja,"5,058"
Croatia,Borovo,"5,056"
Croatia,Kastel Kambelovac,"5,027"
Croatia,Pazin,"5,010"
Croatia,Krapina,"4,725"
Georgia,Tbilisi,"1,049,498"
Georgia,Kutaisi,"178,338"
Georgia,Batumi,"121,806"
Georgia,Sokhumi,"81,546"
Georgia,Zugdidi,"73,006"
Georgia,Rust'avi,"50,000"
Georgia,P'ot'i,"47,149"
Georgia,Gori,"46,676"
Georgia,Ts'khinvali,"30,000"
Georgia,Samtredia,"28,748"
Georgia,Khashuri,"27,811"
Georgia,Senak'i,"27,752"
Georgia,Stantsiya Novyy Afon,"26,636"
Georgia,Zestap'oni,"25,891"
Georgia,Telavi,"21,800"
Georgia,Ozurgeti,"20,636"
Georgia,Marneuli,"18,755"
Georgia,Kobuleti,"18,600"
Georgia,Tqvarch'eli,"17,847"
Georgia,Akhaltsikhe,"17,298"
Georgia,Tsqaltubo,"16,736"
Georgia,Och'amch'ire,"15,517"
Georgia,Kaspi,"14,734"
Georgia,Borjomi,"13,825"
Georgia,Bolnisi,"13,800"
Georgia,Tqibuli,"13,201"
Georgia,Chiat'ura,"12,803"
Georgia,Sagarejo,"12,173"
Georgia,Gali,"11,861"
Georgia,Gardabani,"10,972"
Georgia,Khoni,"10,796"
Georgia,Lent'ekhi,"10,442"
Georgia,Surami,"10,091"
Georgia,Gudauri,"10,000"
Georgia,Gantiadi,"10,000"
Georgia,Akhalk'alak'i,"9,800"
Georgia,Gurjaani,"9,466"
Georgia,Tsalenjikha,"8,879"
Georgia,Qvareli,"8,612"
Georgia,Akhmet'a,"8,569"
Georgia,Bich'vinta,"8,401"
Georgia,Gagra,"8,266"
Georgia,Chakvi,"8,100"
Georgia,Dioknisi,"7,725"
Georgia,Gudauta,"7,700"
Georgia,Mtskheta,"7,423"
Georgia,Tsnori,"6,609"
Georgia,Lagodekhi,"6,550"
Georgia,Abasha,"6,221"
Georgia,Ninotsminda,"6,141"
Georgia,Sach'khere,"6,140"
Georgia,Agara,"5,811"
Georgia,Mart'vili,"5,483"
Georgia,Khobi,"5,375"
Georgia,Naghvarevi,"5,238"
Eritrea,Asmara,"563,930"
Eritrea,Keren,"74,800"
Eritrea,Massawa,"23,100"
Eritrea,Assab,"21,300"
Eritrea,Mendefera,"17,781"
Eritrea,Barentu,"15,891"
Eritrea,Adi Keyh,"13,061"
Eritrea,Edd,"11,259"
Eritrea,Dek'emhare,"10,959"
Eritrea,Ak'ordat,"8,857"
Mongolia,Ulan Bator,"844,818"
Mongolia,Erdenet,"79,647"
Mongolia,Darhan,"74,300"
Mongolia,Khovd,"30,500"
Mongolia,OElgii,"28,400"
Mongolia,Ulaangom,"28,085"
Mongolia,Hovd,"27,924"
Mongolia,Murun-kuren,"27,690"
Mongolia,Bayanhongor,"26,252"
Mongolia,Arvayheer,"25,622"
Mongolia,Suhbaatar,"24,235"
Mongolia,Bayanhongor,"23,234"
Mongolia,Saynshand,"19,891"
Mongolia,Dzuunharaa,"18,830"
Mongolia,Zuunmod,"17,630"
Mongolia,Bulgan,"17,348"
Mongolia,Uliastay,"16,240"
Mongolia,Baruun-Urt,"15,805"
Mongolia,Altai,"15,800"
Mongolia,Mandalgovi,"15,430"
Mongolia,Dalandzadgad,"15,093"
Mongolia,Undurkhaan,"14,723"
Mongolia,Dzuunmod,"14,660"
Mongolia,Choyr,"9,895"
Mongolia,Tosontsengel,"9,526"
Mongolia,Harhorin,"9,000"
Mongolia,Kharkhorin,"8,977"
Mongolia,Tsetserleg,"5,876"
Mongolia,Choibalsan,23
Uruguay,Montevideo,"1,270,737"
Uruguay,Salto,"99,823"
Uruguay,Paysandu,"73,249"
Uruguay,Las Piedras,"69,682"
Uruguay,Rivera,"64,631"
Uruguay,Maldonado,"55,478"
Uruguay,Tacuarembo,"51,854"
Uruguay,Melo,"51,023"
Uruguay,Mercedes,"42,359"
Uruguay,Artigas,"41,909"
Uruguay,Minas,"38,025"
Uruguay,San Jose de Mayo,"36,529"
Uruguay,Durazno,"33,926"
Uruguay,Florida,"32,234"
Uruguay,Barros Blancos,"31,650"
Uruguay,Treinta y Tres,"25,653"
Uruguay,Rocha,"25,515"
Uruguay,San Carlos,"24,938"
Uruguay,Pando,"24,047"
Uruguay,Fray Bentos,"23,279"
Uruguay,Colonia del Sacramento,"21,714"
Uruguay,Trinidad,"21,429"
Uruguay,La Paz,"19,913"
Uruguay,Canelones,"19,698"
Uruguay,Delta del Tigre,"17,973"
Uruguay,Carmelo,"16,921"
Uruguay,Santa Lucia,"16,438"
Uruguay,Progreso,"15,973"
Uruguay,Young,"15,924"
Uruguay,Dolores,"15,880"
Uruguay,Paso de Carrasco,"15,393"
Uruguay,Rio Branco,"13,567"
Uruguay,Juan L. Lacaze,"13,223"
Uruguay,Paso de los Toros,"13,221"
Uruguay,Bella Union,"13,171"
Uruguay,Chui,"10,485"
Uruguay,Nueva Helvecia,"10,054"
Uruguay,Nueva Palmira,"9,335"
Uruguay,Libertad,"9,311"
Uruguay,Rosario,"9,308"
Uruguay,Colonia Nicolich,"8,902"
Uruguay,Piriapolis,"7,968"
Uruguay,Castillos,"7,686"
Uruguay,Tranqueras,"7,474"
Uruguay,Sarandi del Yi,"7,367"
Uruguay,Punta del Este,"7,234"
Uruguay,Pan de Azucar,"7,180"
Uruguay,San Ramon,"7,008"
Uruguay,Lascano,"6,976"
Uruguay,Sarandi Grande,"6,441"
Uruguay,Joaquin Suarez,"6,257"
Uruguay,Tarariras,"6,069"
Uruguay,Sauce,"5,910"
Uruguay,Jose Pedro Varela,"5,388"
Uruguay,Guichon,"5,051"
Puerto Rico,San Juan,"418,140"
Puerto Rico,Bayamon,"203,499"
Puerto Rico,Carolina,"170,404"
Puerto Rico,Ponce,"152,634"
Puerto Rico,Caguas,"86,804"
Puerto Rico,Guaynabo,"81,360"
Puerto Rico,Mayagueez,"78,647"
Puerto Rico,Trujillo Alto,"54,189"
Puerto Rico,Arecibo,"49,318"
Puerto Rico,Fajardo,"34,068"
Puerto Rico,Levittown,"29,785"
Puerto Rico,Vega Baja,"29,325"
Puerto Rico,Catano,"28,093"
Puerto Rico,Barceloneta,"22,322"
Puerto Rico,Guayama,"21,575"
Puerto Rico,Humacao,"20,387"
Puerto Rico,Yauco,"20,295"
Puerto Rico,Cayey,"18,494"
Puerto Rico,Candelaria,"17,631"
Puerto Rico,Manati,"16,092"
Puerto Rico,Aguadilla,"16,073"
Puerto Rico,Rio Grande,"13,467"
Puerto Rico,Dorado,"13,117"
Puerto Rico,Isabela,"12,505"
Puerto Rico,San German,"12,055"
Puerto Rico,Vega Alta,"12,036"
Puerto Rico,Coamo,"11,940"
Puerto Rico,Hormigueros,"11,934"
Puerto Rico,San Sebastian,"11,590"
Puerto Rico,Corozal,"11,297"
Puerto Rico,Cabo Rojo,"10,839"
Puerto Rico,Utuado,"9,844"
Puerto Rico,Pajaros,"9,466"
Puerto Rico,Juana Diaz,"9,427"
Puerto Rico,San Lorenzo,"9,373"
Puerto Rico,Isabel Segunda,"9,301"
Puerto Rico,Guanica,"9,224"
Puerto Rico,Gurabo,"8,973"
Puerto Rico,Sabana Grande,"8,961"
Puerto Rico,Aibonito,"8,947"
Puerto Rico,Juncos,"8,905"
Puerto Rico,Canovanas,"8,437"
Puerto Rico,Luquillo,"8,326"
Puerto Rico,San Isidro,"8,071"
Puerto Rico,Campanilla,"7,757"
Puerto Rico,Arroyo,"7,520"
Puerto Rico,Santa Isabel,"7,260"
Puerto Rico,Lares,"7,184"
Puerto Rico,Yabucoa,"6,952"
Puerto Rico,Penuelas,"6,847"
Puerto Rico,Las Piedras,"6,655"
Puerto Rico,Ceiba,"6,576"
Puerto Rico,San Antonio,"6,456"
Puerto Rico,Salinas,"6,375"
Puerto Rico,Ceiba,"6,277"
Puerto Rico,Sabana Seca,"6,247"
Puerto Rico,Puerto Real,"6,166"
Puerto Rico,Anasco,"6,136"
Puerto Rico,Estancias de Florida,"5,972"
Puerto Rico,Candelaria Arenas,"5,854"
Puerto Rico,Coco,"5,803"
Puerto Rico,Punta Santiago,"5,803"
Puerto Rico,Ingenio,"5,664"
Puerto Rico,Florida,"5,652"
Puerto Rico,Hatillo,"5,622"
Puerto Rico,Quebradillas,"5,620"
Puerto Rico,Lajas,"5,255"
Puerto Rico,Guayanilla,"5,213"
Puerto Rico,Santa Barbara,"5,168"
Puerto Rico,Adjuntas,"5,080"
Puerto Rico,Cidra,"5,067"
Puerto Rico,Moca,"4,964"
Puerto Rico,Comerio,"4,649"
Puerto Rico,Naguabo,"4,643"
Puerto Rico,Aguas Buenas,"4,576"
Puerto Rico,Villalba,"4,555"
Puerto Rico,Toa Alta,"4,483"
Puerto Rico,Loiza,"4,311"
Puerto Rico,Patillas,"4,247"
Puerto Rico,Camuy,"4,240"
Puerto Rico,Aguada,"4,040"
Puerto Rico,Jayuya,"3,587"
Puerto Rico,Ciales,"3,256"
Puerto Rico,Barranquitas,"3,021"
Puerto Rico,Morovis,"2,414"
Puerto Rico,Maunabo,"2,154"
Puerto Rico,Naranjito,"2,005"
Puerto Rico,Toa Baja,"1,889"
Puerto Rico,Rincon,"1,499"
Puerto Rico,Culebra,"1,486"
Puerto Rico,Maricao,"1,172"
Puerto Rico,Las Marias,"1,031"
Puerto Rico,Orocovis,944
Bosnia and Herzegovina,Sarajevo,"696,731"
Bosnia and Herzegovina,Banja Luka,"221,106"
Bosnia and Herzegovina,Zenica,"164,423"
Bosnia and Herzegovina,Tuzla,"142,486"
Bosnia and Herzegovina,Mostar,"104,518"
Bosnia and Herzegovina,Bihac,"75,641"
Bosnia and Herzegovina,Bugojno,"41,378"
Bosnia and Herzegovina,Brcko,"38,968"
Bosnia and Herzegovina,Bijeljina,"37,692"
Bosnia and Herzegovina,Prijedor,"36,347"
Bosnia and Herzegovina,Trebinje,"33,178"
Bosnia and Herzegovina,Travnik,"31,127"
Bosnia and Herzegovina,Doboj,"27,235"
Bosnia and Herzegovina,Cazin,"21,741"
Bosnia and Herzegovina,Velika Kladusa,"19,330"
Bosnia and Herzegovina,Visoko,"17,890"
Bosnia and Herzegovina,Gorazde,"17,650"
Bosnia and Herzegovina,Konjic,"15,950"
Bosnia and Herzegovina,Gracanica,"15,758"
Bosnia and Herzegovina,Gradacac,"15,659"
Bosnia and Herzegovina,Bosanska Krupa,"15,193"
Bosnia and Herzegovina,Mrkonjic Grad,"14,737"
Bosnia and Herzegovina,Foca,"14,615"
Bosnia and Herzegovina,Zavidovici,"14,380"
Bosnia and Herzegovina,Zivinice,"13,641"
Bosnia and Herzegovina,Sanski Most,"13,551"
Bosnia and Herzegovina,Gradiska,"13,346"
Bosnia and Herzegovina,Bileca,"13,257"
Bosnia and Herzegovina,Kakanj,"12,406"
Bosnia and Herzegovina,Livno,"11,748"
Bosnia and Herzegovina,Odzak,"11,621"
Bosnia and Herzegovina,Stijena,"10,844"
Bosnia and Herzegovina,Sipovo,"10,738"
Bosnia and Herzegovina,Prozor,"10,349"
Bosnia and Herzegovina,Novi Travnik,"10,006"
Bosnia and Herzegovina,Ljubuski,"9,987"
Bosnia and Herzegovina,Kozarska Dubica,"9,959"
Bosnia and Herzegovina,Derventa,"9,773"
Bosnia and Herzegovina,Jajce,"9,763"
Bosnia and Herzegovina,Todorovo,"9,560"
Bosnia and Herzegovina,Siroki Brijeg,"9,370"
Bosnia and Herzegovina,Brod,"9,249"
Bosnia and Herzegovina,Novi Grad,"8,920"
Bosnia and Herzegovina,Sokolac,"8,842"
Bosnia and Herzegovina,Mionica,"8,701"
Bosnia and Herzegovina,Zepce,"8,502"
Bosnia and Herzegovina,Kiseljak,"8,475"
Bosnia and Herzegovina,Potoci,"8,312"
Bosnia and Herzegovina,Fojnica,"8,244"
Bosnia and Herzegovina,Milici,"8,210"
Bosnia and Herzegovina,Vogosca,"8,180"
Bosnia and Herzegovina,Vitez,"8,140"
Bosnia and Herzegovina,Zvornik,"8,026"
Bosnia and Herzegovina,Donji Vakuf,"7,955"
Bosnia and Herzegovina,Capljina,"7,923"
Bosnia and Herzegovina,Tomislavgrad,"7,737"
Bosnia and Herzegovina,Stolac,"7,733"
Bosnia and Herzegovina,Trn,"7,553"
Bosnia and Herzegovina,Tesanj,"7,550"
Bosnia and Herzegovina,Pale,"7,458"
Bosnia and Herzegovina,Maglaj,"7,399"
Bosnia and Herzegovina,Srbac,"7,380"
Bosnia and Herzegovina,Nevesinje,"7,313"
Bosnia and Herzegovina,Divicani,"7,251"
Bosnia and Herzegovina,Kljuc,"7,245"
Bosnia and Herzegovina,Buzim,"7,229"
Bosnia and Herzegovina,Banovici,"7,211"
Bosnia and Herzegovina,Vares,"7,193"
Bosnia and Herzegovina,Hadzici,"7,173"
Bosnia and Herzegovina,Prnjavor,"7,099"
Bosnia and Herzegovina,Gornji Vakuf,"7,014"
Bosnia and Herzegovina,Knezevo,"6,866"
Bosnia and Herzegovina,Vrnograc,"6,860"
Bosnia and Herzegovina,Kladanj,"6,783"
Bosnia and Herzegovina,Srebrenik,"6,723"
Bosnia and Herzegovina,Celinac,"6,670"
Bosnia and Herzegovina,Podzvizd,"6,665"
Bosnia and Herzegovina,Trzacka Rastela,"6,617"
Bosnia and Herzegovina,Otoka,"6,595"
Bosnia and Herzegovina,Tojsici,"6,587"
Bosnia and Herzegovina,Varoska Rijeka,"6,573"
Bosnia and Herzegovina,Pecigrad,"6,514"
Bosnia and Herzegovina,Omarska,"6,466"
Bosnia and Herzegovina,Laktasi,"6,464"
Bosnia and Herzegovina,Gromiljak,"6,457"
Bosnia and Herzegovina,Kovaci,"6,410"
Bosnia and Herzegovina,Teslic,"6,405"
Bosnia and Herzegovina,Sekovici,"6,315"
Bosnia and Herzegovina,Jablanica,"6,209"
Bosnia and Herzegovina,Visegrad,"6,087"
Bosnia and Herzegovina,Mala Kladusa,"6,033"
Bosnia and Herzegovina,Kalenderovci Donji,"5,890"
Bosnia and Herzegovina,Ilijas,"5,855"
Bosnia and Herzegovina,Gostovici,"5,802"
Bosnia and Herzegovina,Podhum,"5,801"
Bosnia and Herzegovina,Crnici,"5,789"
Bosnia and Herzegovina,Zeljezno Polje,"5,783"
Bosnia and Herzegovina,Citluk,"5,718"
Bosnia and Herzegovina,Blatnica,"5,676"
Bosnia and Herzegovina,Sanica,"5,666"
Bosnia and Herzegovina,Tesanjka,"5,666"
Bosnia and Herzegovina,Bosansko Grahovo,"5,643"
Bosnia and Herzegovina,Orahovica Donja,"5,612"
Bosnia and Herzegovina,Donja Mahala,"5,565"
Bosnia and Herzegovina,Janja,"5,544"
Bosnia and Herzegovina,Ostrozac,"5,456"
Bosnia and Herzegovina,Mejdan - Obilicevo,"5,400"
Bosnia and Herzegovina,Jelah,"5,291"
Bosnia and Herzegovina,Coralici,"5,223"
Bosnia and Herzegovina,Rodoc,"5,159"
Bosnia and Herzegovina,Velika Obarska,"5,142"
Bosnia and Herzegovina,Kotor Varos,"5,068"
Bosnia and Herzegovina,Mahala,"5,062"
Bosnia and Herzegovina,Kacuni,"5,042"
Bosnia and Herzegovina,Sturlic,"5,014"
Qatar,Doha,"344,939"
Qatar,Ar Rayyan,"272,465"
Qatar,Umm Salal Muhammad,"29,391"
Qatar,Al Wakrah,"26,436"
Qatar,Al Khawr,"18,923"
Qatar,Ash Shihaniyah,"8,380"
Qatar,Dukhan,"7,250"
Qatar,Musay`id,"5,769"
Qatar,Madinat ash Shamal,"5,267"
Qatar,Al Wukayr,"5,146"
Qatar,Umm Salal `Ali,0
Qatar,Az Za`ayin,0
Moldova,Chisinau,"635,994"
Moldova,Tiraspol,"157,000"
Moldova,Balti,"125,000"
Moldova,Bender,"110,175"
Moldova,Ribnita,"55,455"
Moldova,Cahul,"34,492"
Moldova,Ungheni,"34,422"
Moldova,Soroca,"27,423"
Moldova,Orhei,"24,918"
Moldova,Dubasari,"23,254"
Moldova,Comrat,"22,911"
Moldova,Edinet,"22,872"
Moldova,Ceadir-Lunga,"22,700"
Moldova,Causeni,"21,690"
Moldova,Straseni,"19,225"
Moldova,Hincesti,"16,900"
Moldova,Floresti,"16,759"
Moldova,Drochia,"16,080"
Moldova,Bilicenii Vechi,"15,479"
Moldova,Slobozia,"15,356"
Moldova,Ialoveni,"14,915"
Moldova,Singerei,"14,600"
Moldova,Falesti,"14,377"
Moldova,Vulcanesti,"14,352"
Moldova,Leova,"14,301"
Moldova,Briceni,"14,132"
Moldova,Calarasi,"14,066"
Moldova,Taraclia,"13,512"
Moldova,Riscani,"12,893"
Moldova,Cimislia,"12,464"
Moldova,Nisporeni,"11,718"
Moldova,Camenca,"11,072"
Moldova,Basarabeasca,"10,809"
Moldova,Dnestrovsc,"10,426"
Moldova,Glodeni,"10,146"
Moldova,Dancu,"10,000"
Moldova,Briceni,"9,900"
Moldova,Rezina,"9,806"
Moldova,Hryhoriopol,"9,456"
Moldova,Donduseni,"9,435"
Moldova,Ocnita,"9,325"
Moldova,Mindresti,"9,280"
Moldova,Chitcani,"9,000"
Moldova,Otaci,"8,400"
Moldova,Anenii Noi,"8,250"
Moldova,Stefan Voda,"7,700"
Moldova,Cricova,"7,400"
Moldova,Pervomaisc,"7,300"
Moldova,Singera,"7,200"
Moldova,Criuleni,"6,932"
Moldova,Ciorescu,"6,870"
Moldova,Telenesti,"6,633"
Moldova,Soldanesti,"6,160"
Moldova,Tvardita,"5,800"
Moldova,Stauceni,"5,700"
Moldova,Iargara,"5,600"
Moldova,Vadul lui Voda,"5,300"
Moldova,Cocieri,"4,151"
Moldova,Cantemir,"3,829"
Namibia,Windhoek,"268,132"
Namibia,Rundu,"58,172"
Namibia,Walvis Bay,"52,058"
Namibia,Oshakati,"33,618"
Namibia,Swakopmund,"25,047"
Namibia,Katima Mulilo,"25,027"
Namibia,Grootfontein,"24,099"
Namibia,Rehoboth,"21,377"
Namibia,Katutura,"21,243"
Namibia,Otjiwarongo,"21,224"
Namibia,Okahandja,"20,879"
Namibia,Gobabis,"16,321"
Namibia,Keetmanshoop,"15,608"
Namibia,Luderitz,"15,137"
Namibia,Mariental,"13,380"
Namibia,Tsumeb,"12,190"
Namibia,Khorixas,"12,021"
Namibia,Omaruru,"11,547"
Namibia,Bethanie,"10,363"
Namibia,Ongwediva,"9,654"
Namibia,Usakos,"9,147"
Namibia,Ondangwa,"9,124"
Namibia,Oranjemund,"8,496"
Namibia,Otjimbingwe,"7,677"
Namibia,Okahao,"7,000"
Namibia,Karibib,"6,898"
Namibia,Warmbad,"6,700"
Namibia,Outjo,"6,557"
Namibia,Karasburg,"6,054"
Namibia,Okakarara,"5,255"
Namibia,Opuwo,"5,101"
Namibia,Omuthiya,"5,000"
Namibia,Outapi,"2,640"
Namibia,Nkurenkuru,0
Namibia,Eenhana,0
Armenia,Yerevan,"1,093,485"
Armenia,Gyumri,"148,381"
Armenia,Vanadzor,"101,098"
Armenia,Vagharshapat,"46,540"
Armenia,Hrazdan,"40,795"
Armenia,Abovyan,"35,673"
Armenia,Kapan,"33,160"
Armenia,Ararat,"28,832"
Armenia,Armavir,"25,963"
Armenia,Step'anavan,"23,782"
Armenia,Gavarr,"21,680"
Armenia,Artashat,"20,562"
Armenia,Goris,"20,379"
Armenia,Masis,"18,911"
Armenia,Ashtarak,"18,779"
Armenia,Sevan,"17,083"
Armenia,Hats'avan,"15,208"
Armenia,Spitak,"15,059"
Armenia,Ijevan,"14,737"
Armenia,Dilijan,"13,478"
Armenia,Alaverdi,"13,184"
Armenia,Vedi,"12,192"
Armenia,Vardenis,"11,382"
Armenia,Martuni,"11,037"
Armenia,Yeghvard,"10,705"
Armenia,Metsamor,"8,789"
Armenia,Berd,"8,374"
Armenia,Yeghegnadzor,"8,200"
Armenia,Vardenik,"7,709"
Armenia,Akhuryan,"7,672"
Armenia,Tashir,"7,318"
Armenia,Nerk'in Getashen,"7,010"
Armenia,Byureghavan,"6,972"
Armenia,Garrni,"6,827"
Armenia,Sarukhan,"6,173"
Armenia,Chambarak,"6,153"
Armenia,Aparan,"5,670"
Armenia,Noratus,"5,426"
Armenia,Vayk',"5,419"
Armenia,Sardarapat,"5,348"
Armenia,Noyemberyan,"5,119"
Armenia,Karanlukh,"5,104"
Lithuania,Vilnius,"542,366"
Lithuania,Kaunas,"374,643"
Lithuania,Klaipeda,"192,307"
Lithuania,Siauliai,"130,587"
Lithuania,Panevezys,"117,395"
Lithuania,Alytus,"70,747"
Lithuania,Dainava (Kaunas),"70,000"
Lithuania,Eiguliai,"61,700"
Lithuania,Marijampole,"47,613"
Lithuania,Mazeikiai,"41,309"
Lithuania,Silainiai,"40,600"
Lithuania,Fabijoniskes,"39,759"
Lithuania,Jonava,"34,993"
Lithuania,Utena,"33,240"
Lithuania,Pasilaiciai,"33,056"
Lithuania,Kedainiai,"31,980"
Lithuania,Seskine,"31,333"
Lithuania,Lazdynai,"31,097"
Lithuania,Telsiai,"30,098"
Lithuania,Visaginas,"28,348"
Lithuania,Taurage,"27,662"
Lithuania,Justiniskes,"27,462"
Lithuania,Ukmerge,"25,886"
